age,party_reg_state,party_primary_state,density_rural,density_suburban,density_urban,sex,combined_ethnicity_4way,census_median_income,ppi,single,married,num_children,children_3plus,homeowner,renter,education,hasreligion,catholic,christian,bible_reader,interest_in_religion,donrever_1,liberal_donor,conservative_donor,contbrel_1,contbpol_1,contbhlt_1,blue_collar,farmer,professional_technical,retired,apparel_1,bookmusc_1,electrnc_1,boatownr_1,cat_1,environm_1,outdgrdn_1,outdoor_1,guns_1,golf_1,investor_1,veteran_1,expensive_items_1,cnty_pct_religious,cnty_pct_evangelical,suppdem
36,1,0,1,0,0,F,W,62100,86,0,1,1,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0.35761,0.07723888889,N
27,1,1,0,1,0,M,H,40772,74,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.4801888889,0.1366388889,Y
60,0,1,1,0,0,M,W,59387,77,0,1,1,0,1,0,some college,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0.4266488889,0.28136,Y
51,1,1,0,1,0,M,W,89447,153,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40679,0.1881988889,N
56,1,0,1,0,0,F,W,52953,35,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5559088889,0.3081888889,Y
67,1,0,0,0,1,F,H,26975,20,1,0,0,0,0,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3975788889,0.1088788889,Y
69,0,0,0,1,0,M,W,55503,69,0,1,0,0,1,0,some college,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0.69584,0.3026988889,N
57,0,0,0,1,0,F,W,27823,65,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0.32323,0.07856,Y
41,0,1,0,1,0,F,W,48746,61,0,1,3,1,1,0,post graduate,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.62925,0.4251288889,Y
24,1,1,0,0,1,F,W,84594,125,0,1,0,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0.64673,0.01687888889,N
38,1,0,0,0,1,M,W,37789,132,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5157688889,0.05245,Y
62,1,0,1,0,0,F,W,53564,64,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28656,0.11259,N
60,1,0,0,1,0,M,W,45215,14,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.57383,0.05378888889,N
48,0,1,0,1,0,F,B,67674,74,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0.56435,0.1682588889,Y
24,0,1,0,1,0,F,B,16667,69,1,0,0,0,0,1,some college,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0.6340088889,0.2807088889,Y
80,0,1,0,1,0,F,W,65195,58,0,1,3,1,1,0,high school,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.33911,0.2501988889,N
59,1,1,0,0,1,F,W,69987,110,0,1,1,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.64673,0.01687888889,Y
49,1,1,1,0,0,F,W,99088,158,0,1,2,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0.3535888889,0.07810888889,N
60,1,1,0,0,1,M,W,124367,114,0,1,2,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.35687,0.1286988889,N
55,0,1,0,1,0,F,W,108687,150,1,0,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.44961,0.0957,Y
23,1,1,0,1,0,M,W,71069,123,0,1,0,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.63582,0.06778,Y
67,1,0,0,1,0,F,W,50672,29,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.44936,0.03400888889,Y
22,1,0,0,1,0,F,W,75437,91,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.57383,0.05378888889,N
62,0,1,0,1,0,M,B,54736,195,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.5521388889,0.3010788889,Y
57,0,1,0,1,0,F,W,69565,152,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.5247,0.1161088889,N
74,1,0,0,0,1,F,W,82898,550,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.4401988889,0.04175,Y
30,1,1,0,1,0,F,H,83210,95,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3957788889,0.1074088889,Y
57,0,1,0,1,0,F,W,126082,154,0,1,0,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0.3122588889,0.03821888889,Y
85,1,1,0,0,1,F,W,70940,14,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.5310388889,0.08296888889,N
70,0,0,0,1,0,F,W,97745,51,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0.3790188889,0.1087388889,N
72,1,1,0,1,0,F,W,35869,29,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0.5462988889,0.07014,N
50,1,0,0,0,1,F,H,62336,70,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0.35761,0.07723888889,N
37,1,0,0,1,0,M,W,119697,95,0,1,1,0,1,0,some college,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0.39773,0.18227,N
76,0,1,0,1,0,F,W,55944,82,1,0,0,0,1,0,NA,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0.5134288889,0.3485888889,N
62,0,0,0,1,0,F,B,87760,44,0,1,0,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5053188889,0.1295988889,N
68,0,1,0,1,0,F,B,27237,20,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6034088889,0.3269388889,N
60,0,1,1,0,0,M,W,34857,134,0,1,0,0,1,0,some college,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.63069,0.56908,N
23,0,1,1,0,0,F,H,35704,45,0,1,1,0,1,0,no hs degree,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.5778888889,0.48068,N
64,1,1,0,0,1,M,W,28002,26,1,0,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0.48772,0.07498888889,Y
61,0,0,1,0,0,F,W,41125,45,1,0,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0.4393388889,0.31747,Y
63,0,0,1,0,0,M,W,44219,49,1,0,0,0,1,0,some college,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.32049,0.13152,N
63,0,1,0,1,0,M,H,136084,74,0,1,0,0,1,0,bach degree,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.3122588889,0.03821888889,N
73,1,0,1,0,0,F,W,55994,44,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.55608,0.3722688889,N
90,1,0,1,0,0,F,W,40308,57,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4064488889,0.2465088889,N
39,1,1,0,1,0,M,W,67302,54,0,1,0,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.46479,0.08279888889,N
86,0,1,1,0,0,M,W,62361,26,0,1,0,0,1,0,high school,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.50717,0.3033188889,N
74,0,1,0,1,0,M,W,56913,29,0,1,0,0,1,0,no hs degree,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0.6552,0.44325,Y
92,0,0,1,0,0,F,W,45258,51,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5890388889,0.1005488889,N
68,1,1,0,1,0,F,W,95824,77,0,1,1,0,1,0,post graduate,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0.39118,0.09657888889,Y
57,1,1,1,0,0,F,W,46371,41,0,1,0,0,1,0,some college,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.2171888889,0.05459,Y
59,1,0,0,1,0,M,A,50343,108,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.35761,0.07723888889,Y
64,1,1,0,1,0,M,W,34616,63,0,1,1,0,0,1,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0.6057,0.06384,N
92,0,1,0,1,0,M,W,88598,23,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0.4833188889,0.2583988889,N
65,1,1,0,1,0,F,W,100000,91,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.47873,0.1020988889,N
52,1,0,0,0,1,M,H,59674,185,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.3975788889,0.1088788889,N
65,1,0,1,0,0,F,W,82589,51,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0.38492,0.1316388889,N
42,1,0,0,1,0,F,W,98908,165,0,1,1,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3665888889,0.12437,N
46,1,1,0,1,0,F,H,78548,133,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.4784488889,0.02517,N
57,0,0,0,1,0,M,W,118252,126,0,1,0,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.57632,0.12251,Y
41,0,0,1,0,0,M,W,46501,68,0,1,0,0,1,0,high school,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0.51799,0.3909588889,N
40,1,1,0,0,1,M,H,44515,110,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.46118,0.03447888889,Y
31,1,1,0,0,1,F,H,35380,107,1,0,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5310388889,0.08296888889,N
58,0,0,1,0,0,F,W,50251,29,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.3251388889,0.11342,Y
50,0,0,1,0,0,F,W,45000,68,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71146,0.1473188889,N
78,0,1,0,1,0,F,W,105972,44,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.54897,0.26717,N
43,1,1,0,0,1,F,B,20142,37,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.48772,0.07498888889,Y
78,0,1,1,0,0,M,W,53271,26,0,1,0,0,1,0,high school,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0.31837,0.12615,Y
73,1,0,0,1,0,F,W,80945,98,0,1,1,0,1,0,some college,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.36641,0.1088788889,Y
71,1,0,0,1,0,F,W,35374,13,0,1,0,0,1,0,some college,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0.2182588889,0.09167,N
85,1,1,1,0,0,F,W,52033,44,0,1,0,0,1,0,high school,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0.46479,0.08279888889,Y
34,0,0,1,0,0,M,W,49431,57,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4578188889,0.13625,N
38,0,1,1,0,0,M,W,48037,61,0,1,0,0,1,0,some college,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86058,0.6799188889,N
82,0,1,1,0,0,M,W,42100,70,0,1,1,0,1,0,high school,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.24396,0.15636,N
63,1,1,0,1,0,F,W,63510,124,0,1,2,0,1,0,some college,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0.47604,0.05845,N
72,0,1,1,0,0,F,W,25590,30,0,1,0,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.43079,0.13205,N
60,0,0,0,1,0,M,W,109660,138,0,1,1,0,1,0,bach degree,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.3762688889,0.1059,N
75,1,1,0,0,1,F,W,58090,14,1,0,0,0,1,0,bach degree,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0.4576288889,0.1149088889,N
59,1,1,0,1,0,M,W,67951,74,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0.5310088889,0.32431,N
57,0,1,1,0,0,M,W,60242,94,0,1,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.33635,0.2189488889,N
25,1,1,0,0,1,M,H,28965,91,0,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,Y
26,0,0,0,0,1,M,A,75722,53,0,1,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3929488889,0.09684,N
44,0,1,1,0,0,M,W,65331,77,0,1,0,0,1,0,some college,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0.5715288889,0.4022088889,N
80,1,1,1,0,0,F,W,54003,63,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0.3468988889,0.13321,Y
61,0,0,0,1,0,F,W,32112,25,0,1,0,0,1,0,bach degree,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.6091288889,0.13653,Y
53,0,1,0,1,0,F,W,85146,112,0,1,0,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.38647,0.19765,N
48,1,0,1,0,0,M,W,73951,118,0,1,1,0,1,0,bach degree,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0.2920188889,0.13253,N
55,1,1,0,1,0,M,W,91853,132,0,1,1,0,1,0,bach degree,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.35687,0.1286988889,N
38,0,0,0,1,0,M,W,38188,96,0,1,5,1,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.3938988889,0.1234588889,Y
26,1,1,0,0,1,F,H,32766,42,0,1,0,0,0,1,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.35687,0.1286988889,N
62,0,1,0,1,0,M,H,54710,49,0,1,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.81749,0.43242,N
24,0,1,0,1,0,F,B,19180,58,1,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.59359,0.2890088889,Y
87,0,1,0,1,0,M,W,32375,51,0,1,0,0,1,0,high school,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0.41066,0.1535,N
79,0,1,0,1,0,M,W,118599,44,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.44961,0.0957,N
24,1,1,0,0,1,M,W,112424,92,0,1,0,0,1,0,high school,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.44816,0.08907888889,N
42,0,0,1,0,0,F,W,39406,45,0,1,1,0,1,0,some college,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0.6101388889,0.43925,N
67,1,1,0,0,1,F,H,64737,83,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0.56234,0.03617,Y
71,0,0,0,1,0,M,W,77273,44,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0.51734,0.20031,Y
37,1,1,1,0,0,F,W,81274,95,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.43029,0.08234888889,N
55,0,1,0,1,0,M,W,97571,160,0,1,3,1,1,0,bach degree,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0.45975,0.06848888889,N
81,1,1,1,0,0,M,W,62775,18,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0.59532,0.05204888889,N
65,1,0,0,0,1,F,W,95549,74,0,1,0,0,1,0,bach degree,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.72108,0.03945,Y
86,1,1,0,1,0,F,W,30292,13,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0.6071288889,0.45605,N
61,0,1,0,1,0,F,W,56449,26,0,1,1,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.41743,0.26793,N
66,1,1,0,1,0,F,A,75110,87,0,1,2,0,1,0,post graduate,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0.37398,0.0937,N
21,1,1,0,0,1,M,H,23924,43,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,Y
25,0,1,0,1,0,F,H,65048,92,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0.4871888889,0.09723,Y
74,0,1,1,0,0,M,W,50177,18,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0.36747,0.12359,N
27,1,1,0,0,1,F,H,54386,53,0,1,2,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5310388889,0.08296888889,Y
84,1,0,1,0,0,F,W,43447,54,0,1,0,0,1,0,some college,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0.4053988889,0.2808988889,N
69,1,0,1,0,0,M,W,51972,29,0,1,0,0,1,0,some college,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.7592788889,0.19031,Y
20,0,1,1,0,0,F,W,83419,112,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37943,0.07484888889,N
94,1,1,1,0,0,M,W,46547,14,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0.60197,0.07284,Y
65,0,1,0,1,0,M,H,52288,51,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0.5440088889,0.2860788889,N
64,1,1,0,1,0,F,W,46386,29,0,1,0,0,1,0,bach degree,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.5142888889,0.347,Y
65,0,1,0,1,0,M,W,51872,74,0,1,4,1,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0.4059588889,0.3137588889,Y
51,0,1,0,1,0,F,W,36867,77,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0.56435,0.1682588889,N
77,0,1,0,1,0,F,W,76784,72,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.40206,0.1451688889,Y
79,0,1,0,1,0,F,W,40231,18,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0.3867688889,0.1549388889,Y
28,0,0,0,1,0,F,W,75101,93,1,0,3,1,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5433988889,0.14065,N
23,1,1,0,1,0,F,B,17250,35,1,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4048788889,0.24093,Y
56,1,1,0,1,0,M,H,35115,48,0,1,0,0,1,0,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.39841,0.10026,Y
33,1,0,0,0,1,F,H,50473,58,1,0,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.42455,0.14784,Y
81,0,1,1,0,0,F,W,56854,57,0,1,2,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.26681,0.1313488889,N
39,1,1,0,1,0,F,H,60429,109,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4940688889,0.05692,Y
44,0,0,1,0,0,F,W,47196,55,0,1,2,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0.46587,0.17702,N
76,0,1,1,0,0,M,W,51962,63,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.58508,0.1027188889,N
25,0,1,0,0,1,M,H,41530,54,1,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5196288889,0.09845,N
52,0,0,0,1,0,F,W,79818,102,0,1,0,0,1,0,high school,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0.3816888889,0.1753488889,N
